,x
6453,UBXN7-AS1
6454,RNF168
6455,CTD-2002J20.1
6456,SMCO1
6457,WDR53
6458,FBXO45
6459,LINC01063
6460,NRROS
6461,PIGX
6462,CEP19
6463,PAK2
6464,SENP5
6465,NCBP2
6466,NCBP2-AS1
6467,NCBP2-AS2
6468,PIGZ
6469,MFI2
6470,MFI2-AS1
6471,DLG1
6472,DLG1-AS1
6473,AC128709.3
6474,AC128709.2
6475,RP13-616I3.1
6476,BDH1
6477,RP11-496H1.2
6478,AC024560.2
6479,RUBCN
6480,FYTTD1
6481,RP11-803P9.1
6482,LRCH3
6483,AC055764.1
6484,IQCG
6485,RPL35A
6486,LMLN
6487,LMLN-AS1
6488,ZNF595
6489,ZNF718
6490,ZNF732
6491,ZNF141
6492,RP11-2H3.7
6493,RP11-2H3.6
6494,ZNF721
6495,PIGG
6496,RP11-1263C18.1
6497,PDE6B
6498,RP11-1191J2.2
6499,RP11-1191J2.5
6500,ATP5I
6501,MYL5
6502,MFSD7
6503,PCGF3
6504,RP11-440L14.4
6505,RP11-440L14.1
6506,CPLX1
6507,RP11-440L14.3
6508,GAK
6509,TMEM175
6510,DGKQ
6511,SLC26A1
6512,IDUA
6513,FGFRL1
6514,RNF212
6515,RP11-20I20.2
6516,AC092535.3
6517,SPON2
6518,RP11-20I20.4
6519,CTBP1-AS
6520,CTBP1
6521,CTBP1-AS2
6522,MAEA
6523,UVSSA
6524,CRIPAK
6525,RP11-1398P2.1
6526,FAM53A
6527,SLBP
6528,RP11-572O17.1
6529,TMEM129
6530,TACC3
6531,FGFR3
6532,LETM1
6533,WHSC1
6534,NELFA
6535,C4orf48
6536,NAT8L
6537,POLN
6538,RP11-317B7.3
6539,HAUS3
6540,MXD4
6541,ZFYVE28
6542,RP11-478C1.7
6543,CFAP99
6544,RNF4
6545,FAM193A
6546,TNIP2
6547,SH3BP2
6548,ADD1
6549,MFSD10
6550,NOP14-AS1
6551,NOP14
6552,GRK4
6553,HTT-AS
6554,HTT
6555,MSANTD1
6556,RGS12
6557,HGFAC
6558,DOK7
6559,LRPAP1
6560,AL590235.1
6561,RP11-529E10.7
6562,RP3-513G18.2
6563,AC141928.1
6564,ADRA2C
6565,OTOP1
6566,TMEM128
6567,LYAR
6568,ZBTB49
6569,RP11-265O12.1
6570,NSG1
6571,STX18
6572,STX18-AS1
6573,LINC01396
6574,MSX1
6575,CYTL1
6576,STK32B
6577,EVC2
6578,EVC
6579,CRMP1
6580,C4orf50
6581,JAKMIP1
6582,RP11-586D19.1
6583,RP11-1406H17.1
6584,WFS1
6585,PPP2R2C
6586,MAN2B2
6587,MRFAP1
6588,RP11-539L10.3
6589,AC093323.3
6590,RP11-539L10.2
6591,S100P
6592,MRFAP1L1
6593,BLOC1S4
6594,KIAA0232
6595,TBC1D14
6596,RP11-367J11.2
6597,TADA2B
6598,GRPEL1
6599,RP11-367J11.3
6600,SORCS2
6601,PSAPL1
6602,AFAP1-AS1
6603,AFAP1
6604,AC097381.1
6605,ABLIM2
6606,RP11-338K13.1
6607,RP11-1258F18.1
6608,SH3TC1
6609,HTRA3
6610,RP11-774O3.3
6611,ACOX3
6612,TRMT44
6613,RP11-689P11.3
6614,RP11-689P11.2
6615,GPR78
6616,RP11-1338A24.1
6617,HMX1
6618,FAM90A26
6619,USP17L15
6620,DEFB131
6621,SLC2A9
6622,DRD5
6623,RP13-560N11.1
6624,WDR1
6625,ZNF518B
6626,CLNK
6627,RP11-61G19.1
6628,RP11-61G19.2
6629,HS3ST1
6630,RP11-281P23.1
6631,RP11-281P23.2
6632,RP11-74M11.2
6633,RP11-1J7.1
6634,RP11-168E17.1
6635,RP11-22A3.2
6636,RP11-22A3.1
6637,RAB28
6638,LINC01097
6639,NKX3-2
6640,BOD1L1
6641,LINC01182
6642,AC007126.1
6643,LINC01085
6644,RP11-669M16.2
6645,RP11-669M16.1
6646,AC006296.1
6647,AC006296.2
6648,LINC00504
6649,CPEB2-AS1
6650,CPEB2
6651,RP11-665G4.1
6652,C1QTNF7
6653,CC2D2A
6654,RP11-799M12.2
6655,FBXL5
6656,FAM200B
6657,BST1
6658,CD38
6659,FGFBP2
6660,PROM1
6661,TAPT1
6662,RP11-452J21.2
6663,TAPT1-AS1
6664,RP11-446J8.1
6665,LDB2
6666,RP11-141E13.1
6667,RP11-576E20.1
6668,QDPR
6669,CLRN2
6670,LAP3
6671,AC006160.5
6672,MED28
6673,FAM184B
6674,DCAF16
6675,NCAPG
6676,LCORL
6677,RP11-3J1.1
6678,RP11-608O21.1
6679,RP11-94H6.1
6680,SLIT2
6681,PACRGL
6682,KCNIP4
6683,RP11-362J17.1
6684,RP11-120A1.1
6685,RP11-556G22.3
6686,RP11-556G22.2
6687,RP11-17E2.2
6688,ADGRA3
6689,RP11-412P11.1
6690,RP11-552M14.1
6691,RP11-453O5.1
6692,RP11-380P13.1
6693,ERVH-1
6694,PPARGC1A
6695,RP13-497K6.1
6696,DHX15
6697,RP11-496D24.2
6698,SOD3
6699,CCDC149
6700,LGI2
6701,SEPSECS
6702,SEPSECS-AS1
6703,RP11-717K11.2
6704,PI4K2B
6705,ZCCHC4
6706,ANAPC4
6707,RP11-302F12.3
6708,SLC34A2
6709,SEL1L3
6710,RP11-302F12.10
6711,SMIM20
6712,RP13-494C23.1
6713,RBPJ
6714,CCKAR
6715,TBC1D19
6716,STIM2
6717,RP11-293A21.1
6718,RP11-415C15.1
6719,AC024132.1
6720,RP11-415C15.2
6721,RP11-415C15.3
6722,AC007106.1
6723,RP11-180C1.1
6724,RP11-123O22.1
6725,RP11-292B1.2
6726,RP11-769N22.1
6727,RP11-472K22.1
6728,RP11-472K22.2
6729,PCDH7
6730,RP11-619J20.1
6731,RP11-617I14.1
6732,RP11-665I14.1
6733,RP11-734I18.1
6734,RP11-240A16.1
6735,RP11-79E3.3
6736,RP11-79E3.2
6737,RP11-548L20.1
6738,RP11-725M22.1
6739,ARAP2
6740,RP11-431M7.3
6741,DTHD1
6742,RP11-431M7.2
6743,RP11-722M1.1
6744,RP11-103J17.1
6745,NWD2
6746,C4orf19
6747,RP11-36B15.1
6748,RELL1
6749,PGM2
6750,AC021106.1
6751,TBC1D1
6752,RP11-83C7.1
6753,LINC01258
6754,LINC01259
6755,RP11-213G21.2
6756,RP11-617D20.2
6757,KLF3
6758,TLR10
6759,TLR1
6760,FAM114A1
6761,TMEM156
6762,KLHL5
6763,RP11-360F5.1
6764,RP11-360F5.3
6765,WDR19
6766,RFC1
6767,KLB
6768,RPL9
6769,LIAS
6770,UGDH
6771,UGDH-AS1
6772,SMIM14
6773,RP11-539G18.3
6774,UBE2K
6775,PDS5A
6776,N4BP2
6777,RHOH
6778,AC195454.1
6779,CHRNA9
6780,RBM47
6781,RP11-588L15.2
6782,NSUN7
6783,APBB2
6784,RP11-632F7.3
6785,UCHL1-AS1
6786,UCHL1
6787,LIMCH1
6788,RP11-227F19.5
6789,PHOX2B
6790,RP11-227F19.1
6791,LINC00682
6792,RP11-457P14.5
6793,TMEM33
6794,DCAF4L1
6795,RP11-814H16.2
6796,SLC30A9
6797,BEND4
6798,RP11-63A11.1
6799,SHISA3
6800,ATP8A1
6801,RP11-109E24.2
6802,RP11-109E24.1
6803,GRXCR1
6804,RP11-395F4.1
6805,RP11-324J13.2
6806,RP11-663P9.1
6807,LVCAT1
6808,KCTD8
6809,YIPF7
6810,GUF1
6811,GNPDA2
6812,RP11-700J17.2
6813,RP11-362I1.1
6814,GABRG1
6815,GABRA2
6816,RP11-436F23.1
6817,COX7B2
6818,GABRA4
6819,GABRB1
6820,COMMD8
6821,ATP10D
6822,AC092597.3
6823,CORIN
6824,RP11-121C2.3
6825,RP11-121C2.2
6826,NFXL1
6827,NIPAL1
6828,CNGA1
6829,TXK
6830,TEC
6831,SLAIN2
6832,SLC10A4
6833,ZAR1
6834,FRYL
6835,OCIAD1
6836,OCIAD1-AS1
6837,OCIAD2
6838,CWH43
6839,DCUN1D4
6840,RP11-365H22.2
6841,LRRC66
6842,SGCB
6843,SPATA18
6844,USP46
6845,USP46-AS1
6846,RP11-177B4.2
6847,ERVMER34-1
6848,LINC01618
6849,RASL11B
6850,SCFD2
6851,RP11-752D24.2
6852,FIP1L1
6853,RP11-231C18.3
6854,LNX1
6855,RP11-571I18.4
6856,CHIC2
6857,PDGFRA
6858,RP11-231C18.1
6859,RP11-231C18.2
6860,RP11-545H22.1
6861,AC006552.1
6862,KIT
6863,RP11-273B19.2
6864,RP11-273B19.1
6865,RP11-463H12.2
6866,RP11-530I17.1
6867,KDR
6868,SRD5A3
6869,RP11-177J6.1
6870,TMEM165
6871,CLOCK
6872,RP11-528I4.2
6873,PDCL2
6874,NMU
6875,RP11-345F18.1
6876,EXOC1
6877,CEP135
6878,KIAA1211
6879,AASDH
6880,RP11-646I6.5
6881,PPAT
6882,RP11-646I6.6
6883,PAICS
6884,SRP72
6885,ARL9
6886,THEGL
6887,HOPX
6888,SPINK2
6889,REST
6890,RP11-738E22.3
6891,NOA1
6892,POLR2B
6893,IGFBP7
6894,IGFBP7-AS1
6895,RP11-319E12.1
6896,RP11-319E12.2
6897,RP11-4O3.1
6898,RP11-4O3.2
6899,RP11-577G20.1
6900,RP11-506N2.1
6901,RP11-340A13.2
6902,RP11-340A13.3
6903,RP11-622J8.1
6904,RP11-725D20.1
6905,RP11-525J21.1
6906,RP11-593F5.2
6907,RP11-16N2.1
6908,ADGRL3
6909,RP11-798L4.1
6910,ADGRL3-AS1
6911,RP11-257A22.1
6912,RP11-12K22.1
6913,TECRL
6914,RP11-707A18.1
6915,EPHA5
6916,EPHA5-AS1
6917,RP11-807H7.2
6918,RP11-51P8.1
6919,RP11-25H12.1
6920,RP11-584P21.2
6921,CENPC
6922,STAP1
6923,UBA6
6924,UBA6-AS1
6925,GNRHR
6926,TMPRSS11D
6927,TMPRSS11A
6928,TMPRSS11F
6929,TMPRSS11B
6930,YTHDC1
6931,TMPRSS11E
6932,UGT2B15
6933,UGT2B10
6934,UGT2A3
6935,UGT2B11
6936,UGT2B7
6937,RP11-704M14.1
6938,UGT2B28
6939,UGT2B4
6940,UGT2A1
6941,SULT1B1
6942,SULT1E1
6943,CSN1S1
6944,CSN2
6945,STATH
6946,HTN3
6947,HTN1
6948,PRR27
6949,FDCSP
6950,CSN3
6951,SMR3A
6952,SMR3B
6953,MUC7
6954,AMTN
6955,AMBN
6956,ENAM
6957,JCHAIN
6958,UTP3
6959,RP11-46J23.1
6960,RUFY3
6961,GRSF1
6962,MOB1B
6963,DCK
6964,SLC4A4
6965,GC
6966,NPFFR2
6967,ADAMTS3
6968,RP11-373J21.1
6969,COX18
6970,ANKRD17
6971,RP11-692D12.1
6972,ALB
6973,AFP
6974,AFM
6975,RP11-622A1.2
6976,RASSF6
6977,CXCL8
6978,CXCL6
6979,CXCL1
6980,PF4
6981,CXCL5
6982,CXCL3
6983,CXCL2
6984,MTHFD2L
6985,RP11-629B11.5
6986,EPGN
6987,EREG
6988,RP11-727M10.1
6989,AREG
6990,AC142293.3
6991,BTC
6992,PARM1
6993,RP11-44F21.3
6994,RP11-44F21.2
6995,RP11-44F21.5
6996,RP11-542G1.1
6997,RP11-542G1.3
6998,RP11-567N4.2
6999,RP11-567N4.3
7000,RCHY1
7001,THAP6
7002,C4orf26
7003,CDKL2
7004,G3BP2
7005,USO1
7006,RP11-556N4.1
7007,PPEF2
7008,NAAA
7009,SDAD1
7010,AC110615.1
7011,RP11-630D6.5
7012,CXCL9
7013,ART3
7014,CXCL10
7015,CXCL11
7016,NUP54
7017,SCARB2
7018,FAM47E
7019,FAM47E-STBD1
7020,STBD1
7021,CCDC158
7022,SHROOM3
7023,RP11-359D14.2
7024,RP11-359D14.3
7025,SOWAHB
7026,SEPT11
7027,CCNI
7028,CCNG2
7029,RP11-625I7.1
7030,CXCL13
7031,CNOT6L
7032,MRPL1
7033,FRAS1
7034,ANXA3
7035,LINC01094
7036,RP11-109G23.3
7037,BMP2K
7038,PAQR3
7039,LINC01088
7040,NAA11
7041,GK2
7042,LINC00989
7043,RP11-452C8.1
7044,PCAT4
7045,ANTXR2
7046,RP11-377G16.2
7047,PRDM8
7048,FGF5
7049,C4orf22
7050,BMP3
7051,PRKG2
7052,RP11-100N20.1
7053,RASGEF1B
7054,RP11-127B20.2
7055,HNRNPD
7056,RP11-127B20.3
7057,HNRNPDL
7058,ENOPH1
7059,TMEM150C
7060,LINC00575
7061,SCD5
7062,SEC31A
7063,THAP9
7064,LIN54
7065,COPS4
7066,PLAC8
7067,RP11-576N17.5
7068,COQ2
7069,HPSE
7070,HELQ
7071,MRPS18C
7072,FAM175A
7073,GPAT3
7074,RP11-767N15.1
7075,RP11-42A4.1
7076,NKX6-1
7077,CDS1
7078,WDFY3
7079,WDFY3-AS1
7080,ARHGAP24
7081,RP13-514E23.2
7082,MAPK10
7083,RP11-778J15.1
7084,PTPN13
7085,SLC10A6
7086,C4orf36
7087,AFF1
7088,KLHL8
7089,RP11-529H2.1
7090,HSD17B13
7091,HSD17B11
7092,NUDT9
7093,RP11-710E1.2
7094,SPARCL1
7095,RP11-742B18.1
7096,DSPP
7097,DMP1
7098,IBSP
7099,MEPE
7100,SPP1
7101,PKD2
7102,ABCG2
7103,PPM1K
7104,RP11-10L7.1
7105,HERC6
7106,HERC5
7107,PYURF
7108,HERC3
7109,NAP1L5
7110,FAM13A-AS1
7111,FAM13A
7112,TIGD2
7113,RP11-84C13.2
7114,GPRIN3
7115,RP11-115D19.1
7116,SNCA
7117,RP11-115D19.3
7118,RP11-115D19.4
7119,SNCA-AS1
7120,MMRN1
7121,CCSER1
7122,AC004054.1
7123,RP11-763F8.1
7124,RP11-354O24.1
7125,RP11-562F9.2
7126,RP11-9B6.1
7127,GRID2
7128,RP11-428L21.1
7129,ATOH1
7130,RP11-363G15.2
7131,SMARCAD1
7132,HPGDS
7133,PDLIM5
7134,RP11-554D13.1
7135,BMPR1B-AS1
7136,BMPR1B
7137,UNC5C
7138,RP11-710C12.1
7139,PDHA2
7140,RP11-145G20.1
7141,RP11-431J17.1
7142,STPG2
7143,STPG2-AS1
7144,RP11-323J4.1
7145,RAP1GDS1
7146,TSPAN5
7147,RP11-724M22.1
7148,RP11-1299A16.3
7149,EIF4E
7150,RP11-571L19.7
7151,METAP1
7152,RP11-571L19.8
7153,ADH5
7154,RP11-696N14.1
7155,ADH4
7156,ADH6
7157,ADH1A
7158,ADH1B
7159,ADH1C
7160,ADH7
7161,C4orf17
7162,TRMT10A
7163,MTTP
7164,RP11-766F14.1
7165,RP11-766F14.2
7166,DAPP1
7167,LAMTOR3
7168,DNAJB14
7169,H2AFZ
7170,RP11-15B17.1
7171,DDIT4L
7172,RP11-588P8.1
7173,EMCN
7174,PPP3CA
7175,FLJ20021
7176,BANK1
7177,RP11-498M5.2
7178,SLC39A8
7179,RP11-499E18.1
7180,AF213884.2
7181,NFKB1
7182,MANBA
7183,UBE2D3
7184,RP11-10L12.4
7185,CISD2
7186,SLC9B1
7187,SLC9B2
7188,BDH2
7189,CENPE
7190,RP11-328K4.1
7191,RP11-297P16.3
7192,RP11-297P16.4
7193,TACR3
7194,RP11-703G6.1
7195,RP11-729M20.1
7196,CXXC4
7197,AC004053.1
7198,RP11-556I14.2
7199,RP11-556I14.1
7200,AC004069.2
7201,TET2
7202,TET2-AS1
7203,PPA2
7204,AC004066.3
7205,ARHGEF38
7206,INTS12
7207,GSTCD
7208,NPNT
7209,RP11-710F7.2
7210,RP11-710F7.3
7211,TBCK
7212,AIMP1
7213,RP13-612N21.1
7214,DKK2
7215,RP11-713M6.2
7216,PAPSS1
7217,SGMS2
7218,RP11-286E11.1
7219,CYP2U1
7220,HADH
7221,LEF1
7222,RPL34-AS1
7223,RPL34
7224,OSTC
7225,ETNPPL
7226,COL25A1
7227,AC004051.2
7228,SEC24B-AS1
7229,SEC24B
7230,CCDC109B
7231,CASP6
7232,AC004067.5
7233,PLA2G12A
7234,CFI
7235,RP11-602N24.3
7236,GAR1
7237,RRH
7238,LRIT3
7239,EGF
7240,ELOVL6
7241,ENPEP
7242,RP11-380D23.1
7243,RP11-380D23.2
7244,PITX2
7245,RP11-255I10.2
7246,RP11-269F21.1
7247,RP11-269F21.2
7248,RP11-269F21.3
7249,C4orf32
7250,RP11-73K9.2
7251,AP1AR
7252,RP11-73K9.3
7253,TIFA
7254,ALPK1
7255,NEUROG2
7256,RP11-402J6.1
7257,ZGRF1
7258,LARP7
7259,RP11-148B6.1
7260,RP11-148B6.2
7261,ANK2
7262,RP11-119H12.6
7263,RP11-650J17.1
7264,CAMK2D
7265,ARSJ
7266,RP11-26P13.2
7267,UGT8
7268,NDST4
7269,RP11-659O3.1
7270,RP11-55L3.1
7271,TRAM1L1
7272,AC107399.2
7273,AC113617.1
7274,LINC01378
7275,AC108056.1
7276,NDST3
7277,SNHG8
7278,PRSS12
7279,RP11-384K6.8
7280,METTL14
7281,SEC24D
7282,SYNPO2
7283,MYOZ2
7284,USP53
7285,C4orf3
7286,FABP2
7287,RP11-33B1.4
7288,RP11-33B1.3
7289,PDE5A
7290,LINC01365
7291,RP11-700N1.1
7292,RP11-96A1.5
7293,MAD2L1
7294,RP11-679C8.2
7295,RP11-501E14.1
7296,PRDM5
7297,NDNF
7298,RP11-647P12.1
7299,TNIP3
7300,QRFPR
7301,ANXA5
7302,TMEM155
7303,PP12613
7304,EXOSC9
7305,CCNA2
7306,BBS7
7307,RP11-63B13.1
7308,TRPC3
7309,KIAA1109
7310,ADAD1
7311,IL2
7312,IL21
7313,IL21-AS1
7314,BBS12
7315,FGF2
7316,RP11-170N16.3
7317,NUDT6
7318,SPATA5
7319,SPRY1
7320,RP11-381N20.2
7321,RP11-381N20.1
7322,LINC01091
7323,CTD-2325B11.1
7324,RP11-93I21.3
7325,ANKRD50
7326,FAT4
7327,RP11-399F2.2
7328,RP11-810P8.1
7329,RP11-125O18.1
7330,INTU
7331,SLC25A31
7332,HSPA4L
7333,RP11-50D9.3
7334,PLK4
7335,MFSD8
7336,ABHD18
7337,LARP1B
7338,PGRMC2
7339,RP11-420A23.1
7340,RP11-130C6.1
7341,RP11-184M15.1
7342,RP11-184M15.2
7343,JADRR
7344,JADE1
7345,SCLT1
7346,C4orf33
7347,RP11-419L4.1
7348,RP11-519M16.1
7349,RP11-422J15.1
7350,RP11-521E5.1
7351,RP11-314N14.1
7352,RP11-614F17.2
7353,RP11-745L13.2
7354,RP11-789C2.1
7355,RP11-62N21.1
7356,LINC01256
7357,RP11-404I7.2
7358,RP11-404I7.1
7359,RP11-9G1.3
7360,PCDH10
7361,RP11-427M20.1
7362,PABPC4L
7363,RP11-400D2.2
7364,RP11-400D2.3
7365,CTD-2012I17.1
7366,RP11-553P9.2
7367,RP11-553P9.3
7368,RP11-780O17.1
7369,LINC00613
7370,RP11-775H9.2
7371,RP11-775H9.1
7372,RP11-138I17.1
7373,RP11-785F11.1
7374,PCDH18
7375,RP11-714L20.1
7376,RP13-884E18.2
7377,RP13-884E18.4
7378,RP11-793B23.1
7379,LINC00616
7380,SLC7A11
7381,RP11-733C7.1
7382,LINC00498
7383,LINC00499
7384,LINC00500
7385,RP11-98O2.1
7386,RP11-371F15.3
7387,NOCT
7388,ELF2
7389,MGARP
7390,NDUFC1
7391,NAA15
7392,RP11-83A24.2
7393,RAB33B
7394,SETD7
7395,RP11-342I1.2
7396,RP11-308D13.3
7397,MGST2
7398,MAML3
7399,RP11-392B6.1
7400,SCOC
7401,SCOC-AS1
7402,CLGN
7403,MGAT4D
7404,ELMOD2
7405,UCP1
7406,TBC1D9
7407,RP11-102N12.2
7408,RP11-102N12.3
7409,RNF150
7410,ZNF330
7411,RP11-586L23.1
7412,RP11-362F19.1
7413,RP11-362F19.3
7414,IL15
7415,INPP4B
7416,RP11-223C24.2
7417,RP11-223C24.1
7418,RP11-284M14.1
7419,USP38
7420,RP11-364L4.3
7421,GAB1
7422,SMARCA5
7423,SMARCA5-AS1
7424,FREM3
7425,RP13-578N3.3
7426,GYPE
7427,RP11-673E1.1
7428,RP11-673E1.4
7429,GYPB
7430,GYPA
7431,RP11-361D14.2
7432,HHIP-AS1
7433,HHIP
7434,RP13-539F13.3
7435,ANAPC10
7436,ABCE1
7437,OTUD4
7438,RP11-142A22.4
7439,SMAD1
7440,SMAD1-AS2
7441,SMAD1-AS1
7442,MMAA
7443,RP11-557J10.4
7444,C4orf51
7445,ZNF827
7446,RP11-181K12.2
7447,RP11-203B7.2
7448,RP11-203B7.1
7449,LINC01095
7450,LSM6
7451,RP11-6L6.2
7452,RP11-6L6.7
7453,SLC10A7
7454,POU4F2
7455,TTC29
7456,RP11-292D4.2
7457,RP11-292D4.1
7458,EDNRA
7459,RP11-752L20.5
7460,RP11-425A23.1
7461,TMEM184C
7462,PRMT9
7463,ARHGAP10
7464,NR3C2
7465,RP11-76G10.1
7466,RP11-503L19.1
7467,RP11-563M4.1
7468,RP11-342A1.1
7469,RP11-24I21.1
7470,RP11-526A4.1
7471,RP11-707F2.1
7472,DCLK2
7473,LRBA
7474,RP11-1336O20.2
7475,MAB21L2
7476,RPS3A
7477,SH3D19
7478,RP11-372K14.2
7479,PRSS48
7480,RP11-731D1.4
7481,RP11-610P16.1
7482,FAM160A1
7483,RP11-164P12.4
7484,GATB
7485,RP11-164P12.3
7486,RP11-503L23.1
7487,RP11-73G16.3
7488,RP11-73G16.2
7489,RP11-18H21.1
7490,RP11-18H21.2
7491,RP11-18H21.3
7492,RP11-461L13.4
7493,RP11-461L13.5
7494,RP11-461L13.3
7495,FBXW7
7496,DEAR
7497,DKFZP434I0714
7498,TMEM154
7499,RP11-768B22.2
7500,ARFIP1
7501,TIGD4
7502,FHDC1
7503,RP11-285C1.2
7504,TRIM2
7505,MND1
7506,KIAA0922
7507,TLR2
7508,RNF175
7509,RP11-153M7.5
7510,SFRP2
7511,RP11-290O12.2
7512,DCHS2
7513,PLRG1
7514,FGB
7515,FGA
7516,LRAT
7517,RP11-21G20.3
7518,RBM46
7519,AC097467.2
7520,RP11-92A5.2
7521,MAP9
7522,RP13-487K5.1
7523,GUCY1A3
7524,GUCY1B3
7525,ASIC5
7526,TDO2
7527,CTSO
7528,RP11-171N4.1
7529,RP11-171N4.2
7530,RP11-171N4.4
7531,PDGFC
7532,RP11-154F14.2
7533,GLRB
7534,GRIA2
7535,RP11-364P22.1
7536,RP11-364P22.2
7537,FAM198B
7538,RP11-597D13.9
7539,RP11-597D13.8
7540,TMEM144
7541,RXFP1
7542,RP11-781M16.2
7543,C4orf46
7544,ETFDH
7545,PPID
7546,FNIP2
7547,C4orf45
7548,RAPGEF2
7549,RP11-138A23.2
7550,RP11-6C14.1
7551,RP11-502M1.2
7552,RP11-234O6.2
7553,FSTL5
7554,RP11-497K21.1
7555,AC005150.1
7556,RP11-563E2.2
7557,NAF1
7558,NPY1R
7559,NPY5R
7560,TKTL2
7561,TMA16
7562,MARCH1
7563,RP11-218F10.3
7564,LINC01207
7565,APELA
7566,TRIM61
7567,FAM218A
7568,TRIM60
7569,TMEM192
7570,KLHL2
7571,MSMO1
7572,CPE
7573,LINC01179
7574,TLL1
7575,RP11-217C7.1
7576,SPOCK3
7577,RP11-310I9.1
7578,ANXA10
7579,DDX60
7580,DDX60L
7581,PALLD
7582,RP11-635L1.3
7583,CBR4
7584,RP11-483A20.3
7585,SH3RF1
7586,RP11-327O17.2
7587,NEK1
7588,CLCN3
7589,C4orf27
7590,RP11-205M3.3
7591,RP11-6E9.5
7592,RP11-6E9.4
7593,MFAP3L
7594,AADAT
7595,LINC01612
7596,RP11-789C1.2
7597,RP11-344G13.1
7598,RP11-717H13.1
7599,RP11-97E7.1
7600,RP11-97E7.2
7601,GALNTL6
7602,RP11-10K16.1
7603,GALNT7
7604,RP11-798M19.3
7605,HMGB2
7606,RP11-798M19.6
7607,SAP30
7608,SCRG1
7609,RP11-489G11.3
7610,HAND2
7611,HAND2-AS1
7612,RP11-475B2.1
7613,RP11-161D15.2
7614,RP11-161D15.1
7615,RP11-161D15.3
7616,RP11-148L24.1
7617,FBXO8
7618,CEP44
7619,RP11-51M24.1
7620,HPGD
7621,RP11-440I14.2
7622,RP11-440I14.3
7623,GLRA3
7624,ADAM29
7625,RP13-577H12.2
7626,RP11-287F9.2
7627,RP11-598D14.1
7628,GPM6A
7629,RP11-806K15.1
7630,WDR17
7631,SPATA4
7632,ASB5
7633,RP11-87F15.2
7634,SPCS3
7635,RP11-313E19.2
7636,VEGFC
7637,RP11-624A4.1
7638,RP11-765K14.1
7639,RP11-487E13.1
7640,NEIL3
7641,RP11-376O6.2
7642,AGA
7643,RP11-130F10.1
7644,RP11-140M13.1
7645,LINC01098
7646,LINC01099
7647,RP11-404J23.1
7648,RP11-460H9.1
7649,LINC00290
7650,RP11-665C14.2
7651,RP11-540E16.2
7652,AC108142.1
7653,TENM3
7654,RP11-18D7.3
7655,RP11-18D7.2
7656,RP11-188P17.2
7657,DCTD
7658,RP11-335L23.5
7659,WWC2-AS2
7660,WWC2
7661,WWC2-AS1
7662,CLDN22
7663,CDKN2AIP
7664,RP11-367N14.2
7665,ING2
7666,RP11-367N14.3
7667,RWDD4
7668,TRAPPC11
7669,STOX2
7670,ENPP6
7671,RP11-290F5.2
7672,RP11-290F5.1
7673,IRF2
7674,RP11-326I11.3
7675,RP11-326I11.4
7676,RP11-242J7.1
7677,CASP3
7678,PRIMPOL
7679,CENPU
7680,ACSL1
7681,RP11-701P16.2
7682,MIR3945HG
7683,RP11-386B13.4
7684,RP11-386B13.3
7685,SLC25A4
7686,CFAP97
7687,SNX25
7688,LRP2BP
7689,RP11-714G18.1
7690,ANKRD37
7691,UFSP2
7692,C4orf47
7693,CCDC110
7694,RP11-279O9.4
7695,PDLIM3
7696,SORBS2
7697,RP11-301L8.2
7698,RP11-626E13.1
7699,RP11-45I20.1
7700,TLR3
7701,FAM149A
7702,CYP4V2
7703,KLKB1
7704,F11
7705,F11-AS1
7706,RP11-215A19.2
7707,FAT1
7708,RP11-217E13.1
7709,RP11-696F12.1
7710,RP11-308K2.1
7711,RP11-138B4.1
7712,RP11-91J3.3
7713,RP11-565A3.2
7714,RP11-565A3.1
7715,ZFP42
7716,TRIML2
7717,TRIML1
7718,RP11-366H4.3
7719,LINC01060
7720,RP11-756P10.4
7721,RP11-756P10.5
7722,RP11-756P10.2
7723,RP11-818C3.1
7724,RP11-706F1.1
7725,RP11-706F1.2
7726,LINC01262
7727,RP11-462G22.2
7728,AF146191.4
7729,LINC01596
7730,FRG1
7731,DBET
7732,DUX4
7733,CTD-2231H16.1
7734,PLEKHG4B
7735,CCDC127
7736,SDHA
7737,CTD-2083E4.6
7738,PDCD6
7739,AHRR
7740,EXOC3-AS1
7741,EXOC3
7742,PP7080
7743,SLC9A3
7744,RP11-310P5.2
7745,RP11-310P5.1
7746,CEP72
7747,TPPP
7748,CTD-2589H19.6
7749,ZDHHC11B
7750,ZDHHC11
7751,BRD9
7752,TRIP13
7753,RP11-661C8.2
7754,RP11-661C8.3
7755,RP11-43F13.3
7756,RP11-43F13.4
7757,NKD2
7758,SLC12A7
7759,CTD-3080P12.3
7760,SLC6A19
7761,SLC6A18
7762,TERT
7763,CLPTM1L
7764,LINC01511
7765,SLC6A3
7766,LPCAT1
7767,CTD-2245E15.3
7768,CTD-2012J19.3
7769,CTD-2587M23.1
7770,MRPL36
7771,NDUFS6
7772,CTD-2194D22.1
7773,IRX4
7774,CTD-2194D22.4
7775,RP11-259O2.1
7776,RP11-259O2.2
7777,RP11-259O2.3
7778,LSINCT5
7779,IRX2
7780,C5orf38
7781,RP11-35O7.1
7782,LINC01019
7783,RP11-121L11.3
7784,IRX1
7785,CTD-2383I20.1
7786,CTD-2008N3.1
