,x
17570,SUPV3L1
17571,RP11-227H15.4
17572,HKDC1
17573,RP11-227H15.5
17574,HK1
17575,TACR2
17576,TSPAN15
17577,NEUROG3
17578,RP11-343J3.2
17579,C10orf35
17580,RP11-242G20.1
17581,COL13A1
17582,RP11-262I2.2
17583,H2AFY2
17584,AIFM2
17585,TYSND1
17586,SAR1A
17587,PPA1
17588,NPFFR1
17589,LRRC20
17590,EIF4EBP2
17591,NODAL
17592,PALD1
17593,PRF1
17594,ADAMTS14
17595,SGPL1
17596,PCBD1
17597,RP11-432J9.6
17598,UNC5B
17599,UNC5B-AS1
17600,SLC29A3
17601,CDH23
17602,C10orf105
17603,C10orf54
17604,PSAP
17605,CHST3
17606,RP11-150D20.5
17607,SPOCK2
17608,ASCC1
17609,ANAPC16
17610,DDIT4
17611,RP11-442H21.2
17612,DNAJB12
17613,MICU1
17614,RP11-167P22.3
17615,MCU
17616,OIT3
17617,PLA2G12B
17618,P4HA1
17619,RP11-344N10.2
17620,RP11-344N10.5
17621,NUDT13
17622,RP11-152N13.16
17623,ECD
17624,FAM149B1
17625,DNAJC9
17626,DNAJC9-AS1
17627,MRPS16
17628,CFAP70
17629,ANXA7
17630,RP11-537A6.9
17631,MSS51
17632,PPP3CB
17633,USP54
17634,RP11-464F9.20
17635,RP11-464F9.22
17636,MYOZ1
17637,SYNPO2L
17638,RP11-464F9.21
17639,AGAP5
17640,RP11-574K11.29
17641,SEC24C
17642,FUT11
17643,CHCHD1
17644,ZSWIM8
17645,RP11-574K11.31
17646,NDST2
17647,CAMK2G
17648,RP11-574K11.5
17649,RP11-574K11.8
17650,PLAU
17651,C10orf55
17652,VCL
17653,AP3M1
17654,ADK
17655,RP11-46O21.2
17656,RP11-222G7.2
17657,KAT6B
17658,RP11-77G23.2
17659,DUPD1
17660,DUSP13
17661,SAMD8
17662,VDAC2
17663,COMTD1
17664,ZNF503-AS1
17665,RP11-399K21.11
17666,ZNF503
17667,ZNF503-AS2
17668,RP11-399K21.13
17669,RP11-399K21.14
17670,RP11-399K21.10
17671,C10orf11
17672,AC013286.1
17673,RP11-325D15.2
17674,KCNMA1
17675,KCNMA1-AS1
17676,KCNMA1-AS2
17677,RP11-328K22.1
17678,KCNMA1-AS3
17679,RP13-39P12.3
17680,DLG5
17681,RP11-126H7.4
17682,POLR3A
17683,RPS24
17684,RP11-90J7.3
17685,RP11-17G2.1
17686,ZMIZ1-AS1
17687,ZMIZ1
17688,PPIF
17689,ZCCHC24
17690,RP11-342M3.5
17691,RP11-342M3.1
17692,EIF5AL1
17693,SFTPA2
17694,SFTPA1
17695,RP11-589B3.6
17696,RP11-506M13.3
17697,NUTM2B-AS1
17698,NUTM2B
17699,RP11-182L21.6
17700,NUTM2E
17701,SFTPD
17702,SFTPD-AS1
17703,TMEM254-AS1
17704,TMEM254
17705,PLAC9
17706,ANXA11
17707,LINC00857
17708,MAT1A
17709,DYDC1
17710,DYDC2
17711,FAM213A
17712,TSPAN14
17713,RP11-137H2.4
17714,SH2D4B
17715,RP11-514F8.2
17716,NRG3
17717,RP11-202D18.2
17718,RP11-344L13.2
17719,RP11-219F10.1
17720,RP11-338I21.1
17721,GHITM
17722,C10orf99
17723,CDHR1
17724,LRIT2
17725,LRIT1
17726,RGR
17727,LINC00858
17728,CCSER2
17729,RP11-475D12.1
17730,RP11-475D12.2
17731,LINC01520
17732,GRID1-AS1
17733,GRID1
17734,RP11-93H12.4
17735,WAPL
17736,RP11-77P6.2
17737,OPN4
17738,LDB3
17739,RP11-359E3.4
17740,BMPR1A
17741,MMRN2
17742,SNCG
17743,ADIRF
17744,RP11-96C23.15
17745,RP11-96C23.10
17746,FAM25A
17747,GLUD1
17748,FAM35A
17749,NUTM2A-AS1
17750,NUTM2A
17751,LINC00863
17752,NUTM2D
17753,LINC00864.1
17754,MINPP1
17755,RP11-57C13.4
17756,RP11-57C13.6
17757,RP11-57C13.3
17758,PAPSS2
17759,ATAD1
17760,KLLN
17761,PTEN
17762,RNLS
17763,LIPJ
17764,LIPF
17765,LIPK
17766,LIPN
17767,LIPM
17768,ANKRD22
17769,STAMBPL1
17770,ACTA2
17771,FAS
17772,CH25H
17773,LIPA
17774,RP11-149I23.3
17775,IFIT2
17776,IFIT3
17777,IFIT1B
17778,IFIT1
17779,IFIT5
17780,SLC16A12
17781,SLC16A12-AS1
17782,PANK1
17783,RP11-80H5.2
17784,RP11-80H5.6
17785,RP11-80H5.9
17786,KIF20B
17787,LINC00865
17788,LINC01374
17789,LINC01375
17790,RP11-15K3.1
17791,RP11-94M14.2
17792,RP11-30G13.1
17793,HTR7
17794,RPP30
17795,ANKRD1
17796,RP11-236B18.2
17797,RP11-236B18.5
17798,LINC00502
17799,PCGF5
17800,HECTD2
17801,PPP1R3C
17802,TNKS2-AS1
17803,TNKS2
17804,FGFBP3
17805,RP11-402D21.2
17806,BTAF1
17807,CPEB3
17808,MARCH5
17809,IDE
17810,KIF11
17811,HHEX
17812,EXOC6
17813,RP11-348J12.2
17814,CYP26C1
17815,RP11-348J12.5
17816,CYP26A1
17817,MYOF
17818,CEP55
17819,FFAR4
17820,RBP4
17821,PDE6C
17822,FRA10AC1
17823,LGI1
17824,RP11-437J2.4
17825,SLC35G1
17826,PLCE1
17827,PLCE1-AS2
17828,RP11-391J2.3
17829,PLCE1-AS1
17830,RP11-76P2.4
17831,NOC3L
17832,TBC1D12
17833,HELLS
17834,CYP2C18
17835,RP11-400G3.5
17836,CYP2C19
17837,CYP2C9
17838,CYP2C8
17839,RP11-310E22.5
17840,ACSM6
17841,RP11-310E22.4
17842,PDLIM1
17843,SORBS1
17844,ALDH18A1
17845,TCTN3
17846,ENTPD1
17847,ENTPD1-AS1
17848,RP11-248J23.7
17849,C10orf131
17850,RP11-690P14.4
17851,CC2D2B
17852,CCNJ
17853,ZNF518A
17854,BLNK
17855,RP11-35J23.1
17856,DNTT
17857,OPALIN
17858,TLL2
17859,TM9SF3
17860,PIK3AP1
17861,LCOR
17862,C10orf12
17863,RP11-175O19.4
17864,SLIT1
17865,SLIT1-AS1
17866,ARHGAP19-SLIT1
17867,ARHGAP19
17868,FRAT1
17869,FRAT2
17870,RP11-452K12.4
17871,RRP12
17872,RP11-452K12.7
17873,PGAM1
17874,EXOSC1
17875,ZDHHC16
17876,MMS19
17877,UBTD1
17878,ANKRD2
17879,RP11-548K23.11
17880,MORN4
17881,PI4K2A
17882,AVPI1
17883,MARVELD1
17884,ZFYVE27
17885,SFRP5
17886,LINC00866
17887,GOLGA7B
17888,CRTAC1
17889,R3HCC1L
17890,LOXL4
17891,RP11-34A14.3
17892,PYROXD2
17893,HPS1
17894,HPSE2
17895,CNNM1
17896,GOT1
17897,RP11-441O15.3
17898,SLC25A28
17899,RP11-85A1.3
17900,RP11-483F11.7
17901,ENTPD7
17902,CUTC
17903,COX15
17904,ABCC2
17905,DNMBP
17906,DNMBP-AS1
17907,CPN1
17908,ERLIN1
17909,CHUK
17910,RP11-316M21.7
17911,RP11-316M21.6
17912,CWF19L1
17913,BLOC1S2
17914,PKD2L1
17915,RP11-34D15.2
17916,SCD
17917,OLMALINC
17918,RP11-285F16.1
17919,WNT8B
17920,SEC31B
17921,RP11-411B6.6
17922,NDUFB8
17923,HIF1AN
17924,PAX2
17925,RP11-179B2.2
17926,SLF2
17927,RP11-108L7.14
17928,MRPL43
17929,SEMA4G
17930,C10orf2
17931,LZTS2
17932,PDZD7
17933,SFXN3
17934,RP11-108L7.15
17935,KAZALD1
17936,LINC01514
17937,LBX1
17938,RP11-107I14.4
17939,RP11-107I14.2
17940,RP11-107I14.5
17941,BTRC
17942,DPCD
17943,POLL
17944,FBXW4
17945,RP11-190J1.3
17946,FGF8
17947,NPM3
17948,MGEA5
17949,KCNIP2-AS1
17950,KCNIP2
17951,C10orf76
17952,HPS6
17953,LDB1
17954,PPRC1
17955,NOLC1
17956,ELOVL3
17957,PITX3
17958,GBF1
17959,NFKB2
17960,PSD
17961,FBXL15
17962,CUEDC2
17963,C10orf95
17964,MFSD13A
17965,ACTR1A
17966,RP11-18I14.11
17967,SUFU
17968,RP11-47A8.5
17969,TRIM8
17970,ARL3
17971,SFXN2
17972,WBP1L
17973,CYP17A1
17974,CYP17A1-AS1
17975,RP11-753C18.12
17976,BORCS7
17977,BORCS7-ASMT
17978,RP11-724N1.1
17979,CNNM2
17980,NT5C2
17981,RPEL1
17982,INA
17983,PCGF6
17984,TAF5
17985,USMG5
17986,PDCD11
17987,CALHM2
17988,RP11-225H22.7
17989,RP11-225H22.4
17990,CALHM1
17991,CALHM3
17992,NEURL1-AS1
17993,NEURL1
17994,SH3PXD2A
17995,RP11-416N2.4
17996,SH3PXD2A-AS1
17997,OBFC1
17998,SLK
17999,COL17A1
18000,SFR1
18001,CFAP43
18002,GSTO1
18003,GSTO2
18004,ITPRIP
18005,RP11-127L20.5
18006,RP11-127L20.3
18007,CFAP58-AS1
18008,CFAP58
18009,RP11-127O4.3
18010,SORCS3
18011,RP11-56I23.1
18012,RP11-298H24.1
18013,SORCS1
18014,LINC01435
18015,RP11-163F15.1
18016,RP11-655H13.2
18017,XPNPEP1
18018,ADD3
18019,MXI1
18020,RP11-549L6.3
18021,SMNDC1
18022,RP11-525A16.4
18023,DUSP5
18024,SMC3
18025,RBM20
18026,RP11-313D6.3
18027,PDCD4-AS1
18028,PDCD4
18029,BBIP1
18030,RP11-348N5.9
18031,RP11-348N5.7
18032,SHOC2
18033,ADRA2A
18034,RP11-381K7.1
18035,GPAM
18036,TECTB
18037,ACSL5
18038,RP11-324O2.3
18039,ZDHHC6
18040,VTI1A
18041,RP11-25C19.3
18042,TCF7L2
18043,RP11-57H14.2
18044,HABP2
18045,NRAP
18046,CASP7
18047,RP11-211N11.5
18048,PLEKHS1
18049,DCLRE1A
18050,NHLRC2
18051,ADRB1
18052,CCDC186
18053,TDRD1
18054,VWA2
18055,CTB-1144G6.6
18056,AFAP1L2
18057,ABLIM1
18058,RP11-106M7.1
18059,FAM160B1
18060,TRUB1
18061,RP11-383C6.2
18062,ATRNL1
18063,GFRA1
18064,CCDC172
18065,PNLIPRP3
18066,PNLIP
18067,PNLIPRP1
18068,C10orf82
18069,RP11-498B4.5
18070,HSPA12A
18071,RP11-539I5.1
18072,ENO4
18073,SHTN1
18074,VAX1
18075,MIR3663HG
18076,KCNK18
18077,RP11-501J20.5
18078,SLC18A2
18079,RP11-129M16.4
18080,PDZD8
18081,CTA-109P11.4
18082,EMX2OS
18083,EMX2
18084,CTA-109P11.1
18085,RP11-328K15.1
18086,RP11-355F22.1
18087,RAB11FIP2
18088,RP11-354M20.3
18089,CASC2
18090,FAM204A
18091,LINC00867
18092,PRLHR
18093,CACUL1
18094,NANOS1
18095,EIF3A
18096,FAM45A
18097,SFXN4
18098,PRDX3
18099,GRK5
18100,RP11-79M19.2
18101,RGS10
18102,TIAL1
18103,BAG3
18104,INPP5F
18105,MCMBP
18106,SEC23IP
18107,PLPP4
18108,LINC01561
18109,WDR11-AS1
18110,WDR11
18111,RP11-95I16.4
18112,RP11-95I16.2
18113,RP11-95I16.6
18114,LINC01153
18115,FGFR2
18116,RP11-62L18.3
18117,RP11-78A18.2
18118,ATE1
18119,ATE1-AS1
18120,RP11-500G22.4
18121,NSMCE4A
18122,RP11-500G22.5
18123,TACC2
18124,BTBD16
18125,PLEKHA1
18126,ARMS2
18127,HTRA1
18128,DMBT1
18129,C10orf120
18130,CUZD1
18131,FAM24B
18132,FAM24A
18133,C10orf88
18134,PSTK
18135,IKZF5
18136,ACADSB
18137,HMX2
18138,BUB3
18139,RP11-282I1.1
18140,GPR26
18141,CPXM2
18142,CHST15
18143,OAT
18144,NKX1-2
18145,LHPP
18146,RP11-12J10.3
18147,RP11-12J10.4
18148,FAM53B-AS1
18149,METTL10
18150,FAM175B
18151,ZRANB1
18152,RP11-298J20.3
18153,CTBP2
18154,RP11-59C5.3
18155,RP11-151A10.3
18156,TEX36-AS1
18157,TEX36
18158,FLJ37035
18159,RP11-383C5.8
18160,EDRF1
18161,EDRF1-AS1
18162,MMP21
18163,UROS
18164,BCCIP
18165,DHX32
18166,FANK1
18167,ADAM12
18168,LINC00601
18169,C10orf90
18170,DOCK1
18171,RP11-223P11.3
18172,FAM196A
18173,NPS
18174,FOXI2
18175,CLRN3
18176,PTPRE
18177,RP11-4C20.3
18178,MKI67
18179,LINC01163
18180,RP11-264E18.1
18181,RP11-442O18.2
18182,RP11-442O18.1
18183,RP11-168C9.1
18184,MGMT
18185,RP11-109A6.2
18186,RP11-109A6.3
18187,EBF3
18188,RP11-234G16.4
18189,RP11-234G16.5
18190,LINC00959
18191,GLRX3
18192,RP11-540N6.1
18193,TCERG1L
18194,TCERG1L-AS1
18195,LINC01164
18196,ABC11-4932300O16.1
18197,PPP2R2D
18198,BNIP3
18199,RP11-45A17.2
18200,RP11-45A17.4
18201,JAKMIP3
18202,RP11-140A10.3
18203,DPYSL4
18204,STK32C
18205,LRRC27
18206,PWWP2B
18207,RP11-432J24.2
18208,RP11-432J24.3
18209,C10orf91
18210,RP11-432J24.5
18211,LINC01165
18212,INPP5A
18213,NKX6-2
18214,CFAP46
18215,LINC01166
18216,LINC01168
18217,ADGRA1
18218,ADGRA1-AS1
18219,KNDC1
18220,UTF1
18221,VENTX
18222,MIR202HG
18223,RP13-49I15.6
18224,ADAM8
18225,TUBGCP2
18226,ZNF511
18227,PRAP1
18228,CALY
18229,RP11-122K13.7
18230,FUOM
18231,ECHS1
18232,RP11-122K13.15
18233,PAOX
18234,RP11-108K14.8
18235,MTG1
18236,SPRN
18237,CYP2E1
18238,RP11-108K14.12
18239,SYCE1
18240,FRG2B
18241,FAM138D
18242,IQSEC3
18243,RP11-598F7.3
18244,RP11-598F7.4
18245,RP11-598F7.5
18246,RP11-598F7.6
18247,SLC6A12
18248,RP11-283I3.1
18249,RP11-283I3.2
18250,SLC6A13
18251,KDM5A
18252,CCDC77
18253,B4GALNT3
18254,NINJ2
18255,RP11-218M22.1
18256,RP11-218M22.2
18257,WNK1
18258,RAD52
18259,RP11-359B12.2
18260,ERC1
18261,RP5-951N9.1
18262,LINC00942
18263,WNT5B
18264,FBXL14
18265,ADIPOR2
18266,CACNA2D4
18267,LRTM2
18268,RP5-1096D14.3
18269,LINC00940
18270,DCP1B
18271,CACNA1C
18272,RP1-53O8.2
18273,CACNA1C-AS4
18274,CACNA1C-AS3
18275,CACNA1C-AS2
18276,CACNA1C-AS1
18277,RP11-986G18.2
18278,RP11-885B4.1
18279,FKBP4
18280,RP4-816N1.6
18281,ITFG2
18282,NRIP2
18283,FOXM1
18284,RHNO1
18285,TULP3
18286,TEAD4
18287,RP11-253E3.3
18288,TSPAN9
18289,RP5-1063M23.1
18290,RP5-1063M23.2
18291,RP11-476M19.2
18292,PRMT8
18293,CRACR2A
18294,PARP11
18295,RP11-664D1.1
18296,RP11-320N7.2
18297,CCND2-AS1
18298,CCND2
18299,TIGAR
18300,FGF23
18301,FGF6
18302,C12orf4
18303,RAD51AP1
18304,DYRK4
18305,RP11-500M8.7
18306,AKAP3
18307,RP11-234B24.6
18308,RP11-234B24.2
18309,GALNT8
18310,RP11-234B24.4
18311,KCNA1
18312,RP11-429A20.3
18313,RP11-429A20.4
18314,KCNA5
18315,RP11-319E16.1
18316,RP11-1038A11.3
18317,RP11-1038A11.2
18318,RP11-1038A11.1
18319,NTF3
18320,ANO2
18321,VWF
18322,RP3-454B23.1
18323,CD9
18324,PLEKHG6
18325,TNFRSF1A
18326,SCNN1A
18327,LTBR
18328,RP1-102E24.8
18329,CD27
18330,TAPBPL
18331,VAMP1
18332,RP1-102E24.10
18333,MRPL51
18334,NCAPD2
18335,RP5-940J5.3
18336,GAPDH
18337,RP5-940J5.9
18338,IFFO1
18339,RP5-940J5.8
18340,NOP2
18341,CHD4
18342,RP5-940J5.6
18343,LPAR5
18344,ACRBP
18345,ING4
18346,RP4-761J14.8
18347,ZNF384
18348,PIANP
18349,RP4-761J14.9
18350,COPS7A
18351,RP4-761J14.10
18352,MLF2
18353,PTMS
18354,LAG3
18355,CD4
18356,GPR162
18357,P3H3
18358,GNB3
18359,CDCA3
18360,USP5
18361,TPI1
18362,SPSB2
18363,LRRC23
18364,ENO2
18365,ATN1
18366,C12orf57
18367,U47924.31
18368,PTPN6
18369,PHB2
18370,EMG1
18371,RP3-461F17.3
18372,LPCAT3
18373,C1S
18374,C1R
18375,C1RL
18376,C1RL-AS1
18377,ABC12-49244600F4.4
18378,RBP5
18379,RP11-273B20.1
18380,CLSTN3
18381,RP11-273B20.3
18382,PEX5
18383,ACSM4
18384,CD163L1
18385,CD163
18386,APOBEC1
18387,GDF3
18388,DPPA3
18389,CLEC4C
18390,NANOGNB
18391,NANOG
18392,SLC2A14
18393,SLC2A3
18394,RP11-69M1.8
18395,FOXJ2
18396,C3AR1
18397,NECAP1
18398,CLEC4A
18399,ZNF705A
18400,FAM66C
18401,RP11-266K4.14
18402,FAM90A1
18403,RP11-266K4.9
18404,LINC00937
18405,RP11-90D4.3
18406,CLEC6A
18407,CLEC4D
18408,CLEC4E
18409,RP11-561P12.5
18410,AICDA
18411,MFAP5
18412,RP11-20D14.3
18413,RIMKLB
18414,A2ML1-AS1
18415,RP11-20D14.6
18416,A2ML1
18417,RP11-259O18.5
18418,PHC1
18419,M6PR
18420,KLRG1
18421,RP11-259O18.4
18422,A2M-AS1
18423,A2M
18424,PZP
18425,LINC00987
18426,RP11-118B22.4
18427,RP13-735L24.1
18428,KLRB1
18429,RP11-705C15.4
18430,CLEC2D
18431,RP11-75L1.1
18432,CLECL1
18433,CD69
18434,KLRF1
18435,CLEC2B
18436,RP11-290C10.1
18437,KLRF2
18438,CLEC2A
18439,AC091814.2
18440,AC091814.3
18441,CLEC12A
18442,CLEC1B
18443,CLEC12B
18444,RP11-133L14.5
18445,CLEC9A
18446,CLEC1A
18447,CLEC7A
18448,OLR1
18449,TMEM52B
18450,GABARAPL1
18451,RP11-656E20.5
18452,KLRD1
18453,RP11-277P12.10
18454,RP11-277P12.9
18455,RP11-277P12.20
18456,KLRC4-KLRK1
18457,RP11-277P12.6
18458,KLRC2
18459,KLRC1
18460,EIF2S3L
18461,RP11-291B21.2
18462,MAGOHB
18463,STYK1
18464,YBX3
18465,RP13-81N3.2
18466,TAS2R7
18467,TAS2R8
18468,TAS2R9
18469,PRH1
18470,PRR4
18471,PRH2
18472,SMIM10L1
18473,TAS2R42
18474,RP11-711K1.8
18475,PRB3
18476,PRB4
18477,PRB1
18478,PRB2
18479,RP11-434C1.2
18480,LINC01252
18481,ETV6
18482,BCL2L14
18483,LRP6
18484,MANSC1
18485,LOH12CR2
18486,BORCS5
18487,DUSP16
18488,RP11-253I19.3
18489,CREBL2
18490,RP11-180M15.6
18491,GPR19
18492,RP11-180M15.3
18493,CDKN1B
18494,RP11-180M15.4
18495,APOLD1
18496,DDX47
18497,GPRC5A
18498,RP11-392P7.6
18499,GPRC5D
18500,HEBP1
18501,RP11-377D9.3
18502,FAM234B
18503,GSG1
18504,EMP1
18505,LINC01559
18506,GRIN2B
18507,RP11-4N23.4
18508,RP11-134N1.2
18509,ATF7IP
18510,PLBD1
18511,PLBD1-AS1
18512,GUCY2C
18513,RP11-174G6.1
18514,HIST4H4
18515,H2AFJ
18516,WBP11
18517,C12orf60
18518,SMCO3
18519,ART4
18520,MGP
18521,ERP27
18522,ARHGDIB
18523,PDE6H
18524,LINC01489
18525,RERG
18526,RERG-AS1
18527,PTPRO
18528,EPS8
18529,STRAP
18530,DERA
18531,SLC15A5
18532,MGST1
18533,LMO3
18534,RP11-69C13.1
18535,RP11-871F6.3
18536,RP11-606D9.1
18537,RERGL
18538,PIK3C2G
18539,PLCZ1
18540,RP11-361I14.2
18541,CAPZA3
18542,PLEKHA5
18543,AEBP2
18544,RP11-405A12.2
18545,RP11-664H17.1
18546,CTC-465D4.1
18547,RP11-284H19.1
18548,PDE3A
18549,SLCO1C1
18550,SLCO1B3
18551,RP11-545J16.1
18552,RP11-125O5.2
18553,SLCO1B1
18554,SLCO1A2
18555,IAPP
18556,PYROXD1
18557,RECQL
18558,GOLT1B
18559,SPX
18560,GYS2
18561,LDHB
18562,RP11-59N23.3
18563,RP11-59N23.1
18564,KCNJ8
18565,ABCC9
18566,RP11-729I10.2
18567,CMAS
18568,ST8SIA1
18569,C2CD5
18570,RP11-268P4.5
18571,RP11-268P4.4
18572,ETNK1
18573,RP11-114G22.1
18574,RP11-153K16.1
18575,RP11-153K16.2
18576,SOX5
18577,RP11-437F6.1
18578,RP11-444D3.1
18579,RP11-778H2.1
18580,LINC00477
18581,RP11-625L16.1
18582,BCAT1
18583,RP11-625L16.3
18584,RP11-662I13.2
18585,C12orf77
18586,RP11-713N11.5
18587,LRMP
18588,RP11-713N11.4
18589,RP11-713N11.6
18590,CASC1
18591,LYRM5
18592,KRAS
18593,RP11-295I5.3
18594,RP11-295I5.4
18595,RP11-707G18.1
18596,LMNTD1
18597,RP11-443N24.2
18598,RASSF8-AS1
18599,RASSF8
18600,BHLHE41
18601,SSPN
18602,RP11-283G6.3
18603,RP11-283G6.4
18604,RP11-612B6.1
18605,RP11-513G19.1
18606,ITPR2
18607,RP11-666F17.1
18608,ASUN
18609,FGFR1OP2
18610,RP11-421F16.3
18611,TM7SF3
18612,MED21
18613,C12orf71
18614,RP11-582E3.2
18615,STK38L
18616,ARNTL2
18617,ARNTL2-AS1
18618,SMCO2
18619,PPFIBP1
18620,RP11-709A23.1
18621,RP11-1060J15.4
18622,REP15
18623,RP11-1060J15.9
18624,RP11-1060J15.7
18625,MRPS35
18626,MANSC4
18627,RP11-860B13.1
18628,KLHL42
18629,RP11-860B13.3
18630,PTHLH
18631,RP11-993B23.3
18632,CCDC91
18633,RP11-967K21.1
18634,RP11-946L16.1
18635,FAR2
18636,RP11-946L16.2
18637,RP11-996F15.4
18638,RP11-996F15.2
18639,RP11-996F15.5
18640,RP11-996F15.6
18641,ERGIC2
18642,OVCH1-AS1
18643,OVCH1
18644,TMTC1
18645,RP11-310I24.1
18646,RP11-776A13.1
18647,RP11-776A13.3
18648,IPO8
18649,CAPRIN2
18650,RP11-77I22.2
18651,LINC00941
18652,TSPAN11
18653,RP11-551L14.4
18654,RP11-551L14.6
18655,DDX11-AS1
18656,DDX11
18657,OVOS2
18658,FAM60A
18659,FLJ13224
18660,RP11-771K4.1
18661,DENND5B
18662,DENND5B-AS1
18663,METTL20
18664,AMN1
18665,RP11-467L13.7
18666,H3F3C
18667,RP11-428G5.5
18668,KIAA1551
18669,RP11-50I19.2
18670,RP11-843B15.2
18671,BICD1
18672,FGD4
18673,DNM1L
18674,RP11-278C7.4
18675,YARS2
18676,PKP2
18677,RP11-267D19.1
18678,SYT10
18679,RP11-847H18.2
18680,ALG10
18681,RP11-847H18.3
18682,RP11-313F23.3
18683,RP11-313F23.4
18684,ALG10B
18685,RP11-804F13.1
18686,CPNE8
18687,RP11-396F22.1
18688,RP11-554L12.1
18689,KIF21A
18690,ABCD2
18691,C12orf40
18692,SLC2A13
18693,RP11-476D10.1
18694,AC079630.2
18695,AC079630.4
18696,LRRK2
18697,RP11-115F18.1
18698,CNTN1
18699,PDZRN4
18700,RP11-413B19.2
18701,RP11-630C16.1
18702,RP11-630C16.2
18703,GXYLT1
18704,YAF2
18705,PPHLN1
18706,ZCRB1
18707,PRICKLE1
18708,RP11-328C8.4
18709,RP11-609L23.1
18710,RP11-25I15.2
18711,RP11-25I15.3
18712,RP11-547C5.1
18713,RP11-547C5.2
18714,RP11-118A3.1
18715,ADAMTS20
18716,PUS7L
18717,IRAK4
18718,TWF1
18719,TMEM117
18720,RP11-46I1.1
18721,RP11-499A10.3
18722,NELL2
18723,DBX2
18724,RP11-478B9.1
18725,ANO6
18726,RP11-352M15.1
18727,RP11-352M15.2
18728,ARID2
18729,SCAF11
18730,SLC38A1
18731,SLC38A2
18732,RP11-474P2.2
18733,RP11-96H19.1
18734,RP11-474P2.4
18735,SLC38A4
18736,RP11-618L22.1
18737,AMIGO2
18738,PCED1B
18739,RP11-493L12.3
18740,RP11-493L12.4
18741,RP11-493L12.7
18742,RP11-493L12.5
18743,RP1-90J4.1
18744,RPAP3
18745,RP1-197B17.3
18746,ENDOU
18747,RAPGEF3
18748,SLC48A1
18749,HDAC7
18750,RP5-1057I20.4
18751,RP5-1057I20.5
18752,RP5-1057I20.2
18753,VDR
18754,RP11-89H19.1
18755,RP11-89H19.2
18756,TMEM106C
18757,COL2A1
18758,RP1-228P16.4
18759,RP1-228P16.5
18760,RP1-228P16.8
18761,SENP1
18762,PFKM
18763,ASB8
18764,RP11-474C8.8
18765,CCDC184
18766,RP11-370I10.12
18767,OR10AD1
18768,RP11-370I10.2
18769,RP11-370I10.10
18770,H1FNT
18771,ZNF641
18772,RP11-370I10.6
18773,ANP32D
18774,C12orf54
18775,RP11-722P11.4
18776,OR8S1
18777,LALBA
18778,KANSL2
18779,CCNT1
18780,LINC00935
18781,ADCY6
18782,RP11-579D7.2
18783,RP11-579D7.4
18784,CACNB3
18785,DDX23
18786,RND1
18787,RP11-302B13.5
18788,CCDC65
18789,ARF3
18790,WNT10B
18791,WNT1
18792,DDN
18793,RP11-386G11.3
18794,RP11-386G11.5
18795,PRKAG1
18796,KMT2D
18797,RHEBL1
18798,DHH
18799,RP11-386G11.8
18800,LMBR1L
18801,TUBA1B
18802,RP11-386G11.10
18803,TUBA1A
18804,TUBA1C
18805,RP11-977B10.2
18806,RP11-161H23.5
18807,RP11-161H23.9
18808,PRPH
18809,TROAP
18810,C1QL4
18811,DNAJC22
18812,SPATS2
18813,KCNH3
18814,MCRS1
18815,PRPF40B
18816,RP11-133N21.10
18817,FAM186B
18818,FMNL3
18819,TMBIM6
18820,NCKAP5L
18821,BCDIN3D-AS1
18822,BCDIN3D
18823,RP11-70F11.7
18824,FAIM2
18825,RP11-70F11.11
18826,RP11-70F11.8
18827,RP11-469H8.6
18828,AQP5
18829,AQP6
18830,RACGAP1
18831,ASIC1
18832,SMARCD1
18833,GPD1
18834,COX14
18835,RP4-605O3.4
18836,CERS5
18837,LIMA1
18838,RP3-405J10.4
18839,FAM186A
18840,LARP4
18841,DIP2B
18842,ATF1
18843,TMPRSS12
18844,METTL7A
18845,RP11-407N8.6
18846,HIGD1C
18847,RP11-407N8.5
18848,SLC11A2
18849,LETMD1
18850,CSRNP2
18851,TFCP2
18852,POU6F1
18853,DAZAP2
18854,SMAGP
18855,BIN2
18856,CELA1
18857,GALNT6
18858,SLC4A8
18859,RP11-607P23.1
18860,SCN8A
18861,RP11-923I11.3
18862,RP11-923I11.8
18863,RP11-923I11.6
18864,RP11-923I11.4
18865,RP11-923I11.5
18866,ANKRD33
18867,ACVRL1
18868,ACVR1B
18869,GRASP
18870,NR4A1
18871,RP11-1100L3.8
18872,ATG101
18873,RP11-1100L3.7
18874,RP1-288H2.2
18875,KRT80
18876,C12orf80
18877,LINC00592
18878,KRT7
18879,KRT86
18880,RP11-845M18.7
18881,KRT81
18882,RP11-845M18.6
18883,KRT83
18884,KRT84
18885,RP3-416H24.4
18886,KRT82
18887,RP11-1020M18.10
18888,KRT6B
18889,KRT6C
18890,KRT6A
18891,KRT5
18892,KRT71
18893,KRT72
18894,KRT73
18895,KRT1
18896,KRT77
18897,RP11-641A6.3
18898,KRT3
18899,KRT4
18900,KRT79
18901,KRT78
18902,KRT8
18903,KRT18
18904,EIF4B
18905,RP11-983P16.4
18906,TNS2
18907,SPRYD3
18908,IGFBP6
18909,SOAT2
18910,CSAD
18911,RP11-1136G11.8
18912,ZNF740
18913,ITGB7
18914,RARG
18915,MFSD5
18916,ESPL1
18917,PFDN5
18918,RP11-680A11.5
18919,C12orf10
18920,AAAS
18921,SP7
